date,大盘价值,大盘成长,中盘价值,中盘成长,小盘价值,小盘成长,沪深300,上证指数,中证500,中证1000,上证50,创业板指,中证红利
2010-03-05,,,3980.5180,4305.3770,4288.3080,4721.8820,3259.7640,3031.0650,4604.5860,,2267.9390,,3240.1090
2010-03-08,,,4021.3850,4356.7170,4336.0370,4775.9890,3286.1780,3053.2320,4654.5830,,2284.6820,,3272.2880
2010-03-09,,,4045.6230,4377.6590,4337.2000,4775.8310,3305.8630,3069.1410,4660.1260,,2302.3930,,3290.5180
2010-03-10,,,3990.3300,4332.1050,4281.5330,4711.3390,3279.6940,3048.9270,4598.9940,,2292.5030,,3264.7350
2010-03-11,,,3967.1660,4306.5970,4247.4280,4687.0150,3276.7050,3051.2820,4562.8720,,2300.0430,,3260.3430
2010-03-12,,,3903.1820,4219.1100,4186.8640,4619.6750,3233.1260,3013.4120,4492.8610,,2274.5320,,3216.4600
2010-03-15,,,3863.2120,4178.7320,4152.7580,4570.7190,3183.1830,2976.9390,4454.7600,,2240.7310,,3167.8390
2010-03-16,,,3879.3400,4200.2580,4199.4470,4618.1180,3203.9710,2992.8410,4491.4650,,2261.5150,,3170.7470
2010-03-17,,,3977.2220,4311.0760,4302.4530,4747.7480,3273.9160,3050.4790,4616.0530,,2307.0830,,3235.2700
2010-03-18,,,3994.4460,4330.1290,4304.4280,4751.9350,3267.5550,3046.0890,4630.9530,,2294.9470,,3227.6300
2010-03-19,,,4014.6280,4374.9500,4345.0880,4793.8700,3293.8710,3067.7500,4663.9030,,2310.5460,,3252.4210
2010-03-22,,,4033.6270,4384.2610,4367.6990,4814.4880,3302.6280,3074.5760,4690.1980,,2316.6310,,3259.2110
2010-03-23,,,4012.5090,4352.2010,4341.5420,4787.3670,3275.5730,3053.1250,4658.6260,,2292.0040,,3239.6500
2010-03-24,,,4026.7300,4371.0840,4360.9750,4810.5730,3276.6690,3056.8080,4683.0650,,2291.8330,,3239.4200
2010-03-25,,,3963.8370,4298.9460,4309.3680,4757.2140,3229.1280,3019.1760,4620.7490,,2259.1410,,3206.9370
2010-03-26,,,4010.1220,4356.2880,4365.3920,4834.5420,3275.0020,3059.7150,4686.9310,,2292.6730,,3242.8880
2010-03-29,,,4062.6750,4420.9390,4407.1850,4866.2590,3358.5400,3123.7980,4723.6110,,2363.9760,,3312.5850
2010-03-30,,,4071.2810,4446.1340,4424.1670,4890.0010,3366.7080,3128.4680,4744.4230,,2368.5100,,3314.9840
2010-03-31,,,4064.8000,4426.7820,4435.5840,4900.5740,3345.6070,3109.1050,4756.1570,,2350.8180,,3291.2800
2010-04-01,,,4138.7830,4490.2010,4515.5890,4970.5930,3391.9350,3147.4160,4827.2140,,2376.5970,,3337.0000
2010-04-02,,,4169.2360,4525.7120,4533.3510,4985.2340,3407.3460,3157.9570,4843.1750,,2379.1940,,3359.0720
2010-04-06,,,4176.5550,4551.2110,4544.4900,5003.6530,3405.1450,3158.6810,4852.9040,,2378.5750,,3369.9050
2010-04-07,,,4169.7580,4558.3590,4555.0550,5015.4020,3386.9490,3148.2220,4863.6390,,2362.2810,,3356.1290
2010-04-08,,,4153.3560,4542.2940,4554.8220,5018.5170,3346.7440,3118.7090,4864.9220,,2325.6720,,3318.0160
2010-04-09,,,4218.8240,4596.9570,4619.4240,5098.4270,3379.1700,3145.3470,4939.1760,,2345.7540,,3344.6010
2010-04-12,,,4217.7440,4589.8670,4640.3220,5161.9580,3351.4780,3129.2630,4976.3800,,2317.3830,,3317.9070
2010-04-13,,,4211.4510,4563.5370,4577.5200,5101.1850,3391.7160,3161.2510,4919.8730,,2364.8370,,3354.0060
2010-04-14,,,4259.4870,4604.5230,4642.2890,5171.1460,3403.7070,3166.1830,4977.5080,,2366.6110,,3364.3290
2010-04-15,,,4219.5120,4558.4060,4583.4590,5101.5140,3394.5740,3164.9660,4914.7470,,2366.5720,,3353.2790
2010-04-16,,,4189.6290,4530.6090,4568.1880,5101.2730,3356.3320,3130.3020,4898.6700,,2329.1200,,3317.0180
2010-04-19,,,3992.3830,4293.9770,4372.3590,4884.3590,3176.4230,2980.2970,4688.8360,,2210.8200,,3143.7210
2010-04-20,,,4019.2030,4318.7810,4411.3320,4951.9310,3173.3740,2979.5330,4749.9340,,2204.8120,,3147.3080
2010-04-21,,,4131.2120,4443.5900,4548.2580,5102.6390,3236.6790,3033.2780,4893.9780,,2238.5010,,3205.6290
2010-04-22,,,4099.0490,4418.7010,4554.4390,5126.6070,3201.5410,2999.4840,4902.4050,,2196.2240,,3163.8510
2010-04-23,,,4077.2820,4387.7780,4545.4170,5087.8530,3190.0030,2983.5370,4864.1640,,2185.1550,,3147.0130
2010-04-26,,,4079.7390,4392.8790,4533.4570,5064.5530,3171.9970,2969.5030,4866.5530,,2170.3190,,3126.1640
2010-04-27,,,3977.8410,4273.0910,4417.0890,4899.7780,3108.4090,2907.9280,4739.2690,,2131.8410,,3060.5340
2010-04-28,,,3962.8940,4235.8340,4409.3310,4885.0540,3097.3530,2900.3310,4714.4320,,2126.5290,,3054.7600
2010-04-29,,,3851.9160,4126.3770,4267.5250,4718.4430,3060.0640,2868.4320,4561.4000,,2124.3920,,3020.6340
2010-04-30,,,3779.8530,4069.4470,4152.3790,4580.3310,3067.3650,2870.6110,4438.6810,,2149.4530,,3027.9120
2010-05-04,,,3746.8950,4043.6510,4128.2770,4586.5180,3019.4490,2835.2770,4434.1310,,2109.8120,,2993.4910
2010-05-05,,,3822.7660,4115.6410,4250.3670,4727.8850,3036.3940,2857.1510,4564.8070,,2110.0450,,3016.1920
2010-05-06,,,3673.6940,3936.4310,4119.3460,4581.2370,2896.8560,2739.7020,4419.7810,,2007.0120,,2884.1590
2010-05-07,,,3582.5070,3837.3610,4061.0060,4489.5010,2836.7890,2688.3830,4350.7580,,1980.1680,,2814.3980
2010-05-10,,,3554.5400,3828.0580,3981.9980,4405.2340,2858.2330,2698.7570,4269.1080,,2007.5220,,2829.7430
2010-05-11,,,3469.3370,3732.1490,3864.4240,4279.6810,2800.8170,2647.5740,4144.3520,,1967.6600,,2786.4840
2010-05-12,,,3438.6380,3708.3100,3765.3350,4171.0750,2818.1600,2655.7140,4042.5160,,2001.1310,,2807.7100
2010-05-13,,,3541.8540,3818.7950,3871.6580,4280.5710,2886.9110,2710.5070,4157.8420,,2041.5560,,2872.3690
2010-05-14,,,3537.9300,3806.5670,3885.5800,4289.5700,2868.0230,2696.6290,4184.8410,,2019.7300,,2857.0770
2010-05-17,,,3317.0370,3541.5060,3629.1400,3993.6030,2714.7150,2559.9310,3915.7520,,1927.6920,,2709.9470
2010-05-18,,,3359.1690,3607.2420,3683.8370,4055.0350,2771.3480,2594.7830,3972.1540,,1968.3700,,2758.2760
2010-05-19,,,3362.7620,3600.7080,3668.2160,4048.7800,2762.1740,2587.8070,3977.3770,,1956.2200,,2749.2480
2010-05-20,,,3323.0080,3555.6110,3584.9570,3972.3750,2726.0220,2555.9400,3901.2570,,1925.2440,,2723.6060
2010-05-21,,,3389.6090,3624.2240,3667.4780,4048.4380,2768.7910,2583.5220,3982.3850,,1943.4290,,2760.4750
2010-05-24,,,3539.3570,3783.7670,3836.4770,4235.3000,2873.4690,2673.4230,4163.4770,,2007.7630,,2854.7140
2010-05-25,,,3499.1890,3725.8940,3804.0670,4194.6710,2813.9430,2622.6300,4133.3460,,1958.4580,,2795.5040
2010-05-26,,,3504.4370,3736.6240,3818.7440,4206.3520,2813.9440,2625.7930,4144.6620,,1957.9430,,2792.1350
2010-05-27,,,3569.6680,3796.1670,3896.0610,4289.0550,2859.9790,2655.9180,4218.6370,,1982.9520,,2836.7030
2010-05-28,,,3572.2170,3800.0450,3916.1820,4312.2620,2850.3020,2655.7670,4235.3220,,1973.6220,,2839.1780
2010-05-31,,,3466.5310,3679.6140,3790.4920,4174.7550,2773.2640,2592.1470,4104.3640,,1926.1090,,2768.0600
2010-06-01,,,3406.7780,3602.3760,3714.5520,4088.2970,2744.1620,2568.2830,4025.7890,,1911.4320,973.2330,2729.0660
2010-06-02,,,3447.1080,3653.6690,3762.1670,4135.7990,2757.5270,2571.4230,4083.6160,,1907.9020,997.1190,2738.6560
2010-06-03,,,3417.0890,3615.6590,3735.1960,4091.3160,2736.0760,2552.6560,4053.9850,,1895.1470,998.3940,2719.0570
2010-06-04,,,3447.4040,3639.4760,3753.2390,4112.0610,2744.3910,2553.5930,4089.0350,,1894.4500,1027.6810,2716.9260
2010-06-07,,,3427.1140,3578.7630,3736.2830,4077.6830,2695.7150,2511.7290,4072.5680,,1853.3630,1069.4680,2665.2520
2010-06-08,,,3457.3170,3601.9240,3786.6420,4123.6930,2699.3360,2513.9470,4109.3170,,1845.1300,1067.1540,2669.7370
2010-06-09,,,3548.7740,3707.0620,3891.7230,4241.3570,2782.1330,2583.8700,4211.8810,,1906.8960,1077.8230,2741.2690
2010-06-10,,,3544.5870,3702.5330,3905.5550,4255.1920,2750.0230,2562.5800,4223.5660,,1873.8240,1117.4780,2721.7960
2010-06-11,,,3540.9340,3704.1460,3887.6100,4244.5610,2758.8660,2569.9420,4197.9950,,1883.1960,1122.1990,2732.1520
2010-06-17,,,3480.0090,3671.8780,3840.9260,4208.2960,2742.7330,2560.2450,4145.2430,,1882.1330,1064.8390,2712.5360
2010-06-18,,,3352.6730,3557.1600,3699.1250,4047.4090,2696.1660,2513.2220,3972.2860,,1870.8710,1000.2770,2664.3290
2010-06-21,,,3446.3070,3667.7720,3798.0400,4161.5660,2780.6630,2586.2100,4087.0170,,1933.6160,1040.8020,2727.3210
2010-06-22,,,3472.1900,3689.4290,3821.8420,4196.3950,2783.7200,2588.6980,4119.7220,,1930.0020,1034.9950,2735.7160
2010-06-23,,,3447.2680,3652.1610,3801.9870,4167.0890,2758.4950,2569.8720,4094.5680,,1913.6260,1047.3370,2710.5770
2010-06-24,,,3438.7920,3642.0840,3805.0620,4170.4110,2757.4980,2566.7450,4095.2950,,1914.6460,1050.6010,2706.8490
2010-06-25,,,3383.2650,3580.4190,3732.2220,4102.7090,2736.2870,2552.8170,4028.4330,,1915.9100,1016.2830,2678.0830
2010-06-28,,,3336.2610,3531.1020,3665.6780,4037.6740,2716.7770,2535.2780,3961.3820,,1910.4690,987.8270,2659.3080
2010-06-29,,,3170.3810,3352.9550,3450.8460,3796.1910,2592.0190,2427.0530,3736.9820,,1833.0370,913.3090,2544.5420
2010-06-30,,,3127.0120,3280.1710,3371.8410,3715.1750,2563.0700,2398.3700,3664.4640,,1819.1090,919.3140,2508.1150
2010-07-01,,,3075.1930,3235.0800,3329.9910,3671.9350,2526.0710,2373.7920,3606.5930,,1799.8810,882.1900,2471.8330
2010-07-02,,,3037.7850,3242.3550,3311.4980,3651.3580,2534.1050,2382.9010,3585.5760,,1812.5800,873.1200,2477.4580
2010-07-05,,,3015.5560,3224.3020,3299.5430,3643.0770,2512.6510,2363.9470,3563.8820,,1797.6600,862.2680,2456.8570
2010-07-06,,,3103.5530,3311.1340,3391.3270,3740.7250,2562.9020,2409.4240,3665.3340,,1826.3950,893.7180,2508.8590
2010-07-07,,,3157.0060,3355.2220,3433.0600,3781.1650,2580.4770,2421.1170,3718.6620,,1829.5570,908.5490,2524.3690
2010-07-08,,,3141.6860,3349.8620,3412.4330,3759.2730,2575.9210,2415.1500,3698.3420,,1828.1310,905.5090,2511.8100
2010-07-09,,,3231.4890,3445.1730,3516.8320,3873.4020,2647.1040,2470.9230,3807.6040,,1870.3030,932.1470,2589.2670
2010-07-12,,,3263.8310,3489.6590,3552.0080,3913.0040,2676.2180,2490.7180,3849.5200,,1887.6710,930.1730,2624.1010
2010-07-13,,,3204.4440,3426.1530,3497.3680,3844.1300,2634.5930,2450.2860,3788.7510,,1859.1520,931.0800,2581.4010
2010-07-14,,,3226.7800,3464.6290,3524.9840,3891.3830,2653.6090,2470.4400,3824.0460,,1873.0380,922.3620,2601.8180
2010-07-15,,,3161.4950,3386.9980,3444.4010,3805.2070,2608.5190,2424.3040,3735.3950,,1840.6680,892.5570,2549.2850
2010-07-16,,,3169.2540,3414.2010,3462.7210,3825.0990,2616.1280,2424.2710,3757.4320,,1839.2190,892.2980,2565.2830
2010-07-19,,,3251.5060,3506.6440,3543.2710,3913.5390,2682.4720,2475.4210,3842.3130,,1878.5280,908.0490,2629.5030
2010-07-20,,,3355.5880,3601.3360,3655.4830,4027.9830,2741.5030,2528.7300,3951.3580,,1909.9650,937.0170,2687.5610
2010-07-21,,,3362.1430,3611.6890,3673.5060,4038.2670,2747.3350,2535.3940,3959.4270,,1914.3300,941.2500,2691.4440
2010-07-22,,,3412.6950,3659.3280,3730.6840,4098.0040,2781.2860,2562.4060,4017.8640,,1933.8770,950.2090,2722.0270
2010-07-23,,,3434.1500,3670.8360,3726.0590,4098.1760,2793.0760,2572.0280,4015.4670,,1945.4510,960.5880,2729.9580
2010-07-26,,,3483.7630,3717.1630,3776.9730,4153.0370,2811.0550,2588.6830,4071.0940,,1951.8700,966.1540,2748.9280
2010-07-27,,,3481.3770,3700.8370,3779.1880,4153.7180,2795.7240,2575.3680,4068.8640,,1936.0740,957.9670,2735.3550
2010-07-28,,,3563.7400,3792.0460,3860.2870,4240.8250,2863.7240,2633.6630,4162.3210,,1983.6280,972.5340,2796.9120
2010-07-29,,,3587.8400,3834.7270,3887.4030,4267.4390,2877.9760,2648.1160,4194.0400,,1993.8700,975.3620,2814.0050
2010-07-30,,,3579.1780,3813.5390,3884.8940,4261.3400,2868.8460,2637.5030,4191.1300,,1986.7600,968.4310,2797.4160
2010-08-02,,,3644.9680,3891.2230,3964.2800,4344.9940,2917.2750,2672.5160,4267.8950,,2015.6550,994.2280,2850.1280
2010-08-03,,,3580.2370,3831.5360,3903.2740,4269.9900,2865.9710,2627.0020,4193.6410,,1978.4140,975.6450,2804.7790
2010-08-04,,,3605.3070,3868.7110,3942.2120,4308.9830,2876.4340,2638.5220,4248.0140,,1981.5250,978.0140,2819.5380
2010-08-05,,,3622.7440,3883.7610,3956.9600,4340.6300,2850.8290,2620.7570,4267.9550,,1954.3360,987.3510,2792.4820
2010-08-06,,,3695.8390,3960.9630,4031.8780,4427.1440,2897.6590,2658.3920,4356.0120,,1979.2280,1011.3900,2844.0600
2010-08-09,,,3751.7310,4012.7410,4078.7790,4481.2100,2918.2410,2672.5330,4413.5680,,1988.0170,1032.3390,2862.3600
2010-08-10,,,3620.8470,3879.5090,3935.8440,4319.3100,2832.6380,2595.2740,4246.4600,,1934.5870,993.9920,2784.1600
2010-08-11,,,3663.9030,3932.0130,3987.7680,4362.2100,2850.2110,2607.4970,4297.9040,,1939.8440,1004.6370,2795.6410
2010-08-12,,,3630.3600,3889.0000,3936.2340,4297.5700,2816.3860,2575.4750,4241.5920,,1914.4510,991.7770,2762.2290
2010-08-13,,,3704.4900,3960.8850,4014.9340,4380.1420,2855.5470,2606.7000,4323.0520,,1930.6710,1007.2060,2794.5070
2010-08-16,,,3788.4630,4061.2610,4108.7630,4492.1240,2922.0830,2661.7080,4423.3150,,1971.2950,1030.2170,2855.9190
2010-08-17,,,3816.5830,4098.9650,4150.0850,4530.0600,2942.2910,2671.8930,4457.7590,,1979.7890,1033.5810,2863.6700
2010-08-18,,,3820.9490,4096.8740,4152.7420,4523.9650,2937.3620,2666.3010,4457.1270,,1974.6640,1026.7220,2859.7290
2010-08-19,,,3824.6060,4102.2440,4147.2720,4531.1310,2955.3950,2687.9790,4461.4880,,1994.1620,1025.5260,2877.1880
2010-08-20,,,3714.4390,4016.1090,4054.4830,4435.3800,2898.3330,2642.3070,4366.6040,,1967.0610,995.9440,2829.2850
2010-08-23,,,3723.9470,4053.8960,4076.9660,4479.9530,2896.1920,2639.3660,4404.7180,,1962.7780,995.6130,2827.7270
2010-08-24,,,3765.8490,4107.4030,4141.5120,4539.2640,2911.8270,2650.3070,4456.4970,,1960.0550,1004.9850,2845.7360
2010-08-25,,,3679.3210,4004.9030,4052.8310,4461.0510,2843.0230,2596.5800,4368.3040,,1914.9970,976.8780,2776.7390
2010-08-26,,,3704.0640,4020.4260,4074.9290,4495.6700,2850.0930,2603.4810,4399.2840,,1914.6360,980.6300,2789.4920
2010-08-27,,,3734.7540,4037.7430,4106.0580,4517.6920,2858.5660,2610.7420,4431.4440,,1917.5810,999.4560,2799.1040
2010-08-30,,,3845.8270,4149.4440,4213.7880,4637.1220,2915.0100,2652.6640,4553.0230,,1942.5590,1024.9280,2848.4750
2010-08-31,,,3881.4230,4160.6080,4252.5240,4673.9870,2903.1880,2638.7980,4589.2890,,1923.9070,1025.5700,2840.6160
2010-09-01,,,3839.3420,4126.3760,4207.5820,4614.6710,2884.0420,2622.8820,4530.2290,,1917.3300,995.5860,2831.9160
2010-09-02,,,3917.2820,4207.5320,4294.3780,4716.8420,2921.3930,2655.7760,4625.3950,,1935.9220,1014.9220,2862.4230
2010-09-03,,,3924.6360,4210.5740,4310.7240,4739.5650,2920.2050,2655.3940,4662.9600,,1929.1860,1036.7030,2856.7630
2010-09-06,,,3956.9970,4242.5870,4315.1240,4734.2570,2975.0900,2696.2500,4651.9630,,1975.6770,1010.7640,2903.1820
2010-09-07,,,3980.3370,4277.7930,4347.2930,4771.1920,2983.1080,2698.3630,4679.9420,,1973.1400,1022.6220,2917.2740
2010-09-08,,,4024.9350,4288.8290,4374.0860,4815.8290,2980.9670,2695.2910,4720.3750,,1956.3300,1026.3270,2919.3930
2010-09-09,,,3971.8900,4209.6030,4318.0790,4731.7440,2926.4600,2656.3520,4658.0090,,1918.2860,1021.8320,2875.0550
2010-09-10,,,4026.2490,4244.7660,4377.9070,4780.9150,2932.5540,2663.2090,4705.3100,,1915.6450,1034.9390,2883.8770
2010-09-13,,,4121.2100,4322.5360,4447.1250,4855.8970,2962.3190,2688.3200,4789.6930,,1922.1420,1042.4820,2901.0640
2010-09-14,,,4127.6760,4327.7020,4469.5380,4878.4350,2965.0090,2688.5220,4805.4160,,1925.0140,1031.2190,2893.7830
2010-09-15,,,4067.8830,4262.8300,4404.4980,4804.1500,2913.1940,2652.5030,4730.1430,,1893.0270,990.1030,2845.5740
2010-09-16,,,3980.6350,4176.4080,4299.7230,4689.7320,2857.7890,2602.4650,4610.9160,,1858.4490,972.6020,2788.7670
2010-09-17,,,3993.6130,4166.7380,4305.3250,4681.3240,2861.3690,2598.6890,4603.4890,,1857.3100,972.2290,2785.0740
2010-09-20,,,3940.6660,4111.5630,4248.9070,4632.2950,2849.8280,2588.7130,4553.1200,,1860.8540,949.1950,2764.8380
2010-09-21,,,3931.5870,4111.0120,4234.4650,4634.8810,2857.4760,2591.5500,4546.7240,,1864.4140,934.4610,2771.3420
2010-09-27,,,4047.5790,4201.5980,4345.5290,4751.2010,2905.0290,2627.9670,4673.6020,,1881.5450,950.6710,2814.1710
2010-09-28,,,4043.1480,4181.1950,4334.8630,4737.9210,2880.9070,2611.3540,4654.3450,,1863.8810,942.0490,2791.5690
2010-09-29,,,3989.0600,4129.3090,4271.7670,4679.4360,2874.8120,2610.6780,4590.3170,,1868.7490,926.7580,2793.8620
2010-09-30,,,4057.1690,4206.7970,4344.9720,4746.7910,2935.5740,2655.6580,4660.6050,,1913.1090,942.5390,2842.8460
2010-10-08,,,4165.1760,4332.4070,4447.6030,4850.4180,3044.2330,2738.7440,4767.9670,,1990.0140,959.8630,2942.4220
2010-10-11,,,4170.8010,4393.1060,4475.9750,4880.5890,3132.8950,2806.9420,4789.1550,,2066.9480,947.1100,3028.5170
2010-10-12,,,4186.7940,4444.1180,4488.3180,4896.1620,3172.7260,2841.4070,4806.0290,,2091.7810,951.7900,3067.4660
2010-10-13,,,4203.9580,4499.3720,4521.0800,4920.3350,3217.5770,2861.3610,4836.7370,,2125.6140,962.7380,3095.4120
2010-10-14,,,4110.1700,4386.4810,4395.5990,4756.5470,3224.1400,2879.6360,4679.5480,,2160.8370,958.4950,3107.1360
2010-10-15,,,4119.8150,4440.7000,4412.0530,4764.3240,3327.6830,2971.1600,4691.4500,,2254.3920,944.2540,3199.7760
2010-10-18,,,4065.8130,4415.9080,4360.7570,4733.6240,3306.1600,2955.2270,4636.6390,,2241.7220,932.3590,3164.6010
2010-10-19,,,4203.2700,4525.7290,4486.2960,4857.4020,3375.6740,3001.8530,4778.6070,,2278.3530,995.9220,3226.3230
2010-10-20,,,4239.7290,4555.6340,4500.5660,4880.6710,3396.8790,3003.9510,4794.1940,,2285.2140,1004.5420,3240.8660
2010-10-21,,,4259.9170,4585.4030,4538.7580,4934.2490,3374.6850,2983.5330,4833.8000,,2245.2480,991.8420,3234.9650
2010-10-22,,,4295.5220,4607.0200,4580.9850,4978.2640,3378.6550,2975.0430,4877.9270,,2231.0570,1013.4480,3240.6550
2010-10-25,,,4416.9240,4742.6790,4698.6530,5083.1250,3481.0810,3051.4190,4998.5000,,2294.4510,1039.0540,3332.5460
2010-10-26,,,4417.2080,4765.0260,4735.4280,5109.1000,3466.0840,3041.5430,5046.1480,,2272.2080,1036.0070,3322.1400
2010-10-27,,,4372.5490,4690.1930,4682.2010,5063.4870,3403.8720,2997.0480,4994.7740,,2225.3710,1030.5930,3279.7900
2010-10-28,,,4357.1810,4706.5070,4662.9270,5067.9410,3397.6920,2992.5790,4999.5900,,2224.2380,1038.6220,3268.0800
2010-10-29,,,4376.9930,4724.1120,4722.5690,5126.6920,3379.9830,2978.8350,5055.4920,,2189.4790,1064.5220,3250.0790
2010-11-01,,,4506.0060,4873.8940,4879.0660,5258.5940,3472.9950,3054.0210,5199.5250,,2238.4710,1107.5230,3356.2340
2010-11-02,,,4485.2690,4841.0040,4871.5620,5220.6560,3463.1310,3045.4340,5173.0660,,2231.7040,1075.1510,3347.1030
2010-11-03,,,4399.0880,4733.4540,4788.9280,5148.3520,3420.3410,3030.9880,5098.5390,,2226.4680,1040.6210,3291.6410
2010-11-04,,,4502.0360,4848.0870,4901.7620,5268.4510,3480.5050,3086.9390,5228.2960,,2254.7630,1057.7140,3353.1230
2010-11-05,,,4563.0150,4923.3680,4969.6640,5338.1920,3520.7980,3129.4970,5311.7700,,2279.0040,1072.2190,3398.0160
2010-11-08,,,4670.6250,5011.9990,5057.4870,5441.5550,3548.5660,3159.5120,5431.0910,,2289.9640,1107.0610,3431.2150
2010-11-09,,,4712.5910,5030.5470,5089.8310,5462.2090,3523.9540,3135.0000,5467.8390,,2257.3480,1115.6480,3419.1350
2010-11-10,,,4717.3190,5000.6840,5097.4670,5483.7650,3499.1110,3115.3560,5484.7420,,2226.1600,1141.5820,3401.2330
2010-11-11,,,4717.0030,4988.2290,5046.6300,5441.1490,3509.9750,3147.7440,5440.0990,,2252.2830,1132.7220,3416.3300
2010-11-12,,,4441.3520,4662.0750,4726.8670,5110.4870,3291.8330,2985.4350,5111.1890,,2130.5810,1082.2400,3220.1070
2010-11-15,,,4546.2230,4758.7780,4848.1670,5260.6620,3314.8930,3014.4130,5255.2670,,2126.6970,1148.5390,3247.1490
